PayStationBlockfaceId,ElementKey,ParkingSpaces,PaidParkingArea,ParkingTimeLimitCategory,PeakHourStart1,PeakHourEnd1,PeakHourStart2,PeakHourEnd2,PaidAreaStartTime,PaidAreaEndTime,EffectiveStartDate,EffectiveEndDate,PaidParkingRate,ParkingCategory,Load,Zone,WeekdayRate1,WeekdayStart1,WeekdayEnd1,WeekdayRate2,WeekdayStart2,WeekdayEnd2,WeekdayRate3,WeekdayStart3,WeekdayEnd3,StartTimeWeekday,EndTimeWeekday,SaturdayRate1,SaturdayStart1,SaturdayEnd1,SaturdayRate2,SaturdayStart2,SaturdayEnd2,SaturdayRate3,SaturdayStart3,SaturdayEnd3,StartTimeSaturday,EndTimeSaturday
9398,80017,5,Commercial Core,120,15:00:00,19:00:00,,,08:00:00,20:00:00,2016-11-10,2017-07-02,,Paid Parking,0,0,3.5,08:00:00,11:00:00,4,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,3.5,08:00:00,11:00:00,4,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9399,89526,7,Pioneer Square,120,,,,,08:00:00,18:00:00,2016-11-11,2017-03-15,,Paid Parking,1,0,3,08:00:00,11:00:00,4,11:00:00,18:00:00,,,,08:00:00,18:00:00,3,08:00:00,11:00:00,4,11:00:00,18:00:00,,,,08:00:00,18:00:00
9400,65805,4,Pioneer Square,120,,,,,08:00:00,18:00:00,2016-11-11,2017-03-15,,Paid Parking,1,1,3,08:00:00,11:00:00,4,11:00:00,18:00:00,,,,08:00:00,18:00:00,3,08:00:00,11:00:00,4,11:00:00,18:00:00,,,,08:00:00,18:00:00
9401,79362,3,Denny Triangle,120,,,,,08:00:00,20:00:00,2016-11-11,2017-07-02,,Paid Parking,2,0,3.5,08:00:00,11:00:00,3.5,11:00:00,17:00:00,3,17:00:00,20:00:00,08:00:00,20:00:00,3.5,08:00:00,11:00:00,3.5,11:00:00,17:00:00,3,17:00:00,20:00:00,08:00:00,20:00:00
9402,69442,4,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,1,1,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9403,1578,7,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,1,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9404,69441,3,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,2,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9405,46730,3,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,1,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9406,1577,8,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,1,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9407,24553,7,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,1,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9408,46726,3,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,0,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9409,24554,6,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,1,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9410,24557,11,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,0,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9411,69437,4,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,0,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9412,46729,7,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,0,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9413,46725,5,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2017-07-02,,Paid Parking,0,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9414,24558,7,12th Avenue,120,,,,,08:00:00,20:00:00,2016-11-12,2016-12-13,,Paid Parking,1,0,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,1.5,08:00:00,11:00:00,2.5,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9415,57902,13,University District,240,,,,,08:00:00,18:00:00,2016-11-15,2017-07-02,,Paid Parking,1,0,1,08:00:00,11:00:00,1,11:00:00,18:00:00,,,,08:00:00,18:00:00,1,08:00:00,11:00:00,1,11:00:00,18:00:00,,,,08:00:00,18:00:00
9416,80953,6,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Restricted Parking Zone,3,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9417,24413,31,Capitol Hill,240,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9418,59945,3,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9419,54730,10,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,2,1,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9420,54729,9,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9421,9461,12,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9422,24417,29,Capitol Hill,240,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9423,59593,0,Capitol Hill,30,07:00:00,09:00:00,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,2,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9424,80954,8,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Restricted Parking Zone,2,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9425,32053,8,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Restricted Parking Zone,1,2,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9426,9466,0,Capitol Hill,,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,No Parking Allowed,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9427,9465,0,Capitol Hill,,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,No Parking Allowed,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9428,14230,0,Capitol Hill,,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,No Parking Allowed,0,1,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9429,9462,5,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9430,10886,9,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-04-19,,Paid Parking,0,1,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9431,32054,19,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Restricted Parking Zone,0,3,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9432,32177,5,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Restricted Parking Zone,3,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9433,20841,3,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9434,120403,3,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9435,8302,6,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,2,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9436,75865,10,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9437,66617,4,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9438,20846,3,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9439,57017,8,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9440,88634,8,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9441,8306,8,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9442,75866,7,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9443,120399,3,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,2,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9444,88633,4,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-01-18,,Paid Parking,0,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9445,123744,4,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9446,94847,2,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9447,8305,7,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9448,119444,5,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9449,57018,6,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9450,20845,4,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9451,53241,7,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9452,66618,3,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9453,53242,5,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9454,66622,2,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9455,8301,5,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9456,79678,4,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,2,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9457,66613,7,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9458,9470,11,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9459,9469,10,Capitol Hill,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9460,134101,0,Capitol Hill,30,,,,,08:00:00,20:00:00,2016-11-16,2017-02-02,,None,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9461,57269,7,Capitol Hill,240,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,1,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9462,59246,12,Capitol Hill,240,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9463,34569,9,Capitol Hill,240,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,2,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9464,24409,18,Capitol Hill,240,,,,,08:00:00,20:00:00,2016-11-16,2017-04-08,,Paid Parking,0,0,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,2.5,11:00:00,17:00:00,3.5,17:00:00,20:00:00,08:00:00,20:00:00
9465,79677,5,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,0,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9466,66614,3,Chinatown/ID,120,,,,,08:00:00,20:00:00,2016-11-16,2017-07-02,,Paid Parking,1,2,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00,2,08:00:00,11:00:00,4,11:00:00,17:00:00,2.5,17:00:00,20:00:00,08:00:00,20:00:00
9467,86450,14,Ballard,240,,,,,08:00:00,18:00:00,2016-11-17,2016-12-06,,Paid Parking,1,0,1,08:00:00,11:00:00,1,11:00:00,18:00:00,,,,08:00:00,18:00:00,1,08:00:00,11:00:00,1,11:00:00,18:00:00,,,,08:00:00,18:00:00
9468,10053,4,South Lake Union,120,,,,,08:00:00,18:00:00,2016-11-17,2016-11-22,,Paid Parking,0,1,2,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00,2,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00
9469,8405,7,South Lake Union,600,,,,,08:00:00,18:00:00,2016-11-17,2017-01-13,,Paid Parking,1,1,1,08:00:00,11:00:00,1,11:00:00,18:00:00,,,,08:00:00,18:00:00,1,08:00:00,11:00:00,1,11:00:00,18:00:00,,,,08:00:00,18:00:00
9470,35529,4,Denny Triangle,240,06:00:00,09:00:00,15:00:00,18:00:00,08:00:00,18:00:00,2016-11-17,2017-02-17,,Paid Parking,0,0,1.5,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00,1.5,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00
9471,31510,0,Commercial Core,,,,,,08:00:00,20:00:00,2016-11-10,2017-02-10,,No Parking Allowed,0,0,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00
9472,31509,0,Commercial Core,,,,,,08:00:00,20:00:00,2016-11-10,2017-02-10,,No Parking Allowed,0,0,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00
9473,76614,15,Commercial Core,240,,,,,08:00:00,20:00:00,2016-11-11,2017-02-10,,Paid Parking,0,0,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00
9474,10053,2,South Lake Union,120,,,,,08:00:00,18:00:00,2016-11-22,2016-11-24,,Paid Parking,1,1,2,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00,2,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00
9475,77562,0,First Hill,,,,,,08:00:00,20:00:00,2016-11-23,2017-02-02,,No Parking Allowed,0,0,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00,4,08:00:00,11:00:00,4,11:00:00,17:00:00,4,17:00:00,20:00:00,08:00:00,20:00:00
9476,35730,6,Denny Triangle,240,,,,,08:00:00,18:00:00,2016-11-23,2017-07-02,,Paid Parking,0,1,1.5,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00,1.5,08:00:00,11:00:00,2,11:00:00,18:00:00,,,,08:00:00,18:00:00
